,Date,Value (USD)
929,2007-07-25,3559.4315
930,2007-07-26,3569.9982
931,2007-07-27,3535.9579
932,2007-07-30,3553.5055
933,2007-07-31,3547.5214
934,2007-08-01,3564.5202
935,2007-08-02,3570.5521
936,2007-08-03,3587.4024
937,2007-08-06,3586.1357
938,2007-08-07,3573.7740
939,2007-08-08,3590.5007
940,2007-08-09,3566.1055
941,2007-08-10,3564.5172
942,2007-08-13,3546.7612
943,2007-08-14,3523.4069
944,2007-08-15,3493.3531
945,2007-08-16,3487.0189
946,2007-08-17,3509.6130
947,2007-08-20,3518.6812
948,2007-08-21,3498.5978
949,2007-08-22,3525.8242
950,2007-08-23,3535.8688
951,2007-08-24,3565.8704
952,2007-08-27,3551.8666
953,2007-08-28,3503.9527
954,2007-08-29,3528.6749
955,2007-08-30,3525.6786
956,2007-08-31,3527.0615
957,2007-09-03,3526.7461
958,2007-09-04,3523.3967
959,2007-09-05,3517.0170
960,2007-09-06,3531.1968
961,2007-09-07,3532.1572
962,2007-09-10,3532.1572
963,2007-09-11,3591.6423
964,2007-09-12,3612.4335
965,2007-09-13,3600.0507
966,2007-09-14,3620.6034
967,2007-09-17,3590.0603
968,2007-09-18,3678.5009
969,2007-09-19,3736.6602
970,2007-09-20,3767.0064
971,2007-09-21,3771.7990
972,2007-09-24,3773.9264
973,2007-09-25,3783.6310
974,2007-09-26,3780.2211
975,2007-09-27,3796.5695
976,2007-09-28,3820.6910
977,2007-10-01,3831.1826
978,2007-10-02,3807.0928
979,2007-10-03,3795.9971
980,2007-10-04,3808.5179
981,2007-10-05,3824.3104
982,2007-10-08,3806.1609
983,2007-10-09,3817.8729
984,2007-10-10,3818.5495
985,2007-10-11,3831.5958
986,2007-10-12,3830.3804
987,2007-10-15,3832.9634
988,2007-10-16,3814.2514
989,2007-10-17,3823.9068
990,2007-10-18,3844.0958
991,2007-10-19,3839.2556
992,2007-10-22,3823.8986
993,2007-10-23,3851.1210
994,2007-10-24,3854.9478
995,2007-10-25,3871.9212
996,2007-10-26,3885.8366
997,2007-10-29,3894.8088
998,2007-10-30,3897.5212
999,2007-10-31,3911.5325
1000,2007-11-01,3891.1237
1001,2007-11-02,3907.1475
1002,2007-11-05,3918.1296
1003,2007-11-06,3949.4831
1004,2007-11-07,3943.8722
1005,2007-11-08,3963.7778
1006,2007-11-09,3941.3749
1007,2007-11-12,3877.4516
1008,2007-11-13,3939.7526
1009,2007-11-14,3935.1242
1010,2007-11-15,3918.0748
1011,2007-11-16,3928.7788
1012,2007-11-19,3915.1256
1013,2007-11-20,3953.5861
1014,2007-11-21,3908.9737
1015,2007-11-22,3914.7591
1016,2007-11-23,3930.6939
1017,2007-11-26,3930.6939
1018,2007-11-27,3930.4416
1019,2007-11-28,3964.8238
1020,2007-11-29,3953.5166
1021,2007-11-30,3938.1074
1022,2007-12-03,3938.2234
1023,2007-12-04,3927.2291
1024,2007-12-05,3931.9655
1025,2007-12-06,3947.4068
1026,2007-12-07,3949.0004
1027,2007-12-10,3963.2125
1028,2007-12-11,3945.3098
1029,2007-12-12,3958.3407
1030,2007-12-13,3935.8964
1031,2007-12-14,3940.9259
1032,2007-12-17,3932.0490
1033,2007-12-18,3932.0490
1034,2007-12-19,3940.3586
1035,2007-12-20,3949.9645
1036,2007-12-21,3957.1527
1037,2007-12-24,3953.6765
1038,2007-12-25,3952.3934
1039,2007-12-26,3973.8889
1040,2007-12-27,3995.7460
1041,2007-12-28,4006.8687
1042,2007-12-31,3987.4551
1043,2008-01-01,3999.7313
1044,2008-01-02,4014.2379
1045,2008-01-03,4001.5793
1046,2008-01-04,4004.8146
1047,2008-01-07,4002.8878
1048,2008-01-08,4010.6388
1049,2008-01-09,4007.5539
1050,2008-01-10,4016.9001
1051,2008-01-11,4012.3266
1052,2008-01-14,4011.3999
1053,2008-01-15,4018.1223
1054,2008-01-16,4024.1537
1055,2008-01-17,4008.8360
1056,2008-01-18,4007.5304
1057,2008-01-21,3962.3704
1058,2008-01-22,4012.9612
1059,2008-01-23,4012.2375
1060,2008-01-24,4071.7603
1061,2008-01-25,4072.6825
1062,2008-01-28,4094.8675
1063,2008-01-29,4098.6417
1064,2008-01-30,4099.6766
1065,2008-01-31,4120.9600
1066,2008-02-01,4117.7896
1067,2008-02-04,4135.1041
1068,2008-02-05,4105.5267
1069,2008-02-06,4097.2303
1070,2008-02-07,4059.8630
1071,2008-02-08,4073.0331
1072,2008-02-11,4078.8682
1073,2008-02-12,4100.3610
1074,2008-02-13,4104.4061
1075,2008-02-14,4120.3108
1076,2008-02-15,4116.9348
1077,2008-02-18,4094.8834
1078,2008-02-19,4089.5796
1079,2008-02-20,4077.6795
1080,2008-02-21,4122.1262
1081,2008-02-22,4127.9715
1082,2008-02-25,4144.6475
1083,2008-02-26,4183.0458
1084,2008-02-27,4199.4801
1085,2008-02-28,4214.6932
1086,2008-02-29,4200.8786
1087,2008-03-03,4211.9660
1088,2008-03-04,4199.2701
1089,2008-03-05,4217.8116
1090,2008-03-06,4226.3593
1091,2008-03-07,4222.5572
1092,2008-03-10,4199.8242
1093,2008-03-11,4226.6922
1094,2008-03-12,4248.2906
1095,2008-03-13,4267.9684
1096,2008-03-14,4256.0408
1097,2008-03-17,4219.1922
1098,2008-03-18,4241.7999
1099,2008-03-19,4197.1065
1100,2008-03-20,4168.6401
1101,2008-03-21,4154.0020
1102,2008-03-24,4190.8289
1103,2008-03-25,4202.9294
1104,2008-03-26,4208.2364
1105,2008-03-27,4212.7199
1106,2008-03-28,4201.2730
1107,2008-03-31,4183.1106
1108,2008-04-01,4183.1106
1109,2008-04-02,4213.9480
1110,2008-04-03,4232.0501
1111,2008-04-04,4237.9311
1112,2008-04-07,4237.2091
1113,2008-04-08,4234.9445
1114,2008-04-09,4230.4082
1115,2008-04-10,4232.6686
1116,2008-04-11,4228.7003
1117,2008-04-14,4228.7296
1118,2008-04-15,4227.6672
1119,2008-04-16,4277.1228
1120,2008-04-17,4274.2892
1121,2008-04-18,4283.2661
1122,2008-04-21,4290.0883
1123,2008-04-22,4297.7330
1124,2008-04-23,4280.4519
1125,2008-04-24,4277.6617
1126,2008-04-25,4273.3436
1127,2008-04-28,4286.9578
1128,2008-04-29,4274.1872
1129,2008-04-30,4300.5627
1130,2008-05-01,4300.5627
1131,2008-05-02,4268.8550
1132,2008-05-05,4286.2766
1133,2008-05-06,4306.9732
1134,2008-05-07,4280.9728
1135,2008-05-08,4281.4289
1136,2008-05-09,4303.6439
1137,2008-05-12,4306.3416
1138,2008-05-13,4295.2093
1139,2008-05-14,4281.9464
1140,2008-05-15,4297.0449
1141,2008-05-16,4322.7333
1142,2008-05-19,4321.8324
1143,2008-05-20,4347.7989
1144,2008-05-21,4366.3079
1145,2008-05-22,4360.8387
1146,2008-05-23,4369.7683
1147,2008-05-26,4367.3131
1148,2008-05-27,4358.5204
1149,2008-05-28,4364.8786
1150,2008-05-29,4346.6704
1151,2008-05-30,4354.7479
1152,2008-06-02,4350.1823
1153,2008-06-03,4335.0116
1154,2008-06-04,4326.1638
1155,2008-06-05,4330.2650
1156,2008-06-06,4347.3493
1157,2008-06-09,4329.1837
1158,2008-06-10,4319.1634
1159,2008-06-11,4334.5071
1160,2008-06-12,4313.7435
1161,2008-06-13,4299.0696
1162,2008-06-16,4319.7041
1163,2008-06-17,4334.8238
1164,2008-06-18,4340.8268
1165,2008-06-19,4341.8525
1166,2008-06-20,4351.3792
1167,2008-06-23,4343.8145
1168,2008-06-24,4355.6986
1169,2008-06-25,4366.5429
1170,2008-06-26,4373.9798
1171,2008-06-27,4382.0150
1172,2008-06-30,4370.4582
1173,2008-07-01,4370.4582
1174,2008-07-02,4384.6456
1175,2008-07-03,4379.0052
1176,2008-07-04,4384.5110
1177,2008-07-07,4379.2987
1178,2008-07-08,4375.3558
1179,2008-07-09,4399.2378
1180,2008-07-10,4403.0229
1181,2008-07-11,4413.5739
1182,2008-07-14,4413.5739
1183,2008-07-15,4413.5739
1184,2008-07-16,4413.5739
1185,2008-07-17,4413.5739
1186,2008-07-18,4413.5739
1187,2008-07-21,4414.6964
1188,2008-07-22,4414.6964
1189,2008-07-23,4408.3858
1190,2008-07-24,4410.2813
1191,2008-07-25,4407.1664
1192,2008-07-28,4413.3400
1193,2008-07-29,4401.5140
1194,2008-07-30,4397.6585
1195,2008-07-31,4398.9800
1196,2008-08-01,4393.8388
1197,2008-08-04,4395.4244
1198,2008-08-05,4383.5327
1199,2008-08-06,4371.2084
1200,2008-08-07,4358.6188
1201,2008-08-08,4311.2527
1202,2008-08-11,4298.6009
1203,2008-08-12,4287.9324
1204,2008-08-13,4294.2086
1205,2008-08-14,4278.6312
1206,2008-08-15,4285.4659
1207,2008-08-18,4282.9727
1208,2008-08-19,4298.9944
1209,2008-08-20,4286.3309
1210,2008-08-21,4316.7147
1211,2008-08-22,4291.9890
1212,2008-08-25,4288.6801
1213,2008-08-26,4262.1192
1214,2008-08-27,4273.5022
1215,2008-08-28,4272.1173
1216,2008-08-29,4267.1542
1217,2008-09-01,4239.1948
1218,2008-09-02,4220.5176
1219,2008-09-03,4213.7183
1220,2008-09-04,4176.2830
1221,2008-09-05,4179.2221
1222,2008-09-08,4359.2303
1223,2008-09-09,4367.2524
1224,2008-09-10,4322.1243
1225,2008-09-11,4320.7613
1226,2008-09-12,4375.3861
1227,2008-09-15,4439.5344
1228,2008-09-16,4410.0674
1229,2008-09-17,4470.5732
1230,2008-09-18,4485.1860
1231,2008-09-19,4532.3151
1232,2008-09-22,4616.4214
1233,2008-09-23,4596.9229
1234,2008-09-24,4583.6794
1235,2008-09-25,4591.1041
1236,2008-09-26,4580.0750
1237,2008-09-29,4549.7004
1238,2008-09-30,4496.7723
1239,2008-10-01,4480.4857
1240,2008-10-02,4416.8663
1241,2008-10-03,4409.7549
1242,2008-10-06,4320.0696
1243,2008-10-07,4347.0421
1244,2008-10-08,4779.4762
1245,2008-10-09,4779.3266
1246,2008-10-10,4725.6921
1247,2008-10-13,4932.0441
1248,2008-10-14,4930.5676
1249,2008-10-15,4866.5491
1250,2008-10-16,4931.8643
1251,2008-10-17,4916.7375
1252,2008-10-20,4872.0668
1253,2008-10-21,4790.4025
1254,2008-10-22,4655.4231
1255,2008-10-23,4685.5061
1256,2008-10-24,4558.7250
1257,2008-10-27,4492.0375
1258,2008-10-28,4683.1554
1259,2008-10-29,4772.4165
1260,2008-10-30,4800.8601
1261,2008-10-31,4761.5100
1262,2008-11-03,4773.3811
1263,2008-11-04,4867.7649
1264,2008-11-05,4841.3461
1265,2008-11-06,4759.2616
1266,2008-11-07,4777.0734
1267,2008-11-10,4764.2483
1268,2008-11-11,4691.2167
1269,2008-11-12,4612.2897
1270,2008-11-13,4679.6434
1271,2008-11-14,4601.6601
1272,2008-11-17,4620.3824
1273,2008-11-18,4614.4655
1274,2008-11-19,4564.5389
1275,2008-11-20,4472.0461
1276,2008-11-21,4541.0362
1277,2008-11-24,4641.3766
1278,2008-11-25,4678.1293
1279,2008-11-26,4670.4192
1280,2008-11-27,4669.9734
1281,2008-11-28,4652.9148
1282,2008-12-01,4561.1802
1283,2008-12-02,4578.3042
1284,2008-12-03,4566.2089
1285,2008-12-04,4559.6089
1286,2008-12-05,4546.1891
1287,2008-12-08,4754.2594
1288,2008-12-09,4730.7099
1289,2008-12-10,4752.4786
1290,2008-12-11,4828.5998
1291,2008-12-12,4802.0974
1292,2008-12-15,4888.3679
1293,2008-12-16,5039.4139
1294,2008-12-17,5109.5250
1295,2008-12-18,5018.4175
1296,2008-12-19,4998.2741
1297,2008-12-22,4942.9009
1298,2008-12-23,4915.1772
1299,2008-12-24,4911.3044
1300,2008-12-25,4917.1579
1301,2008-12-26,4862.4950
1302,2008-12-29,4824.1702
1303,2008-12-30,4823.8299
1304,2008-12-31,4886.4201
1305,2009-01-01,4914.6569
1306,2009-01-02,4842.6133
1307,2009-01-05,4906.5228
1308,2009-01-06,4971.6965
1309,2009-01-07,4997.3236
1310,2009-01-08,5028.9491
1311,2009-01-09,5003.4886
1312,2009-01-12,4908.1946
1313,2009-01-13,4815.6066
1314,2009-01-14,4791.9247
1315,2009-01-15,4789.7713
1316,2009-01-16,4821.4834
1317,2009-01-19,4744.7895
1318,2009-01-20,4575.5444
1319,2009-01-21,4621.4964
1320,2009-01-22,4611.4338
1321,2009-01-23,4601.0679
1322,2009-01-26,4634.2682
1323,2009-01-27,4666.5006
1324,2009-01-28,4647.5600
1325,2009-01-29,4612.6108
1326,2009-01-30,4638.6642
1327,2009-02-02,4592.0251
1328,2009-02-03,4661.5443
1329,2009-02-04,4652.5811
1330,2009-02-05,4711.7069
1331,2009-02-06,4859.9484
1332,2009-02-09,4871.8714
1333,2009-02-10,4793.7944
1334,2009-02-11,4790.8407
1335,2009-02-12,4771.8148
1336,2009-02-13,4763.8468
1337,2009-02-16,4750.1409
1338,2009-02-17,4639.4594
1339,2009-02-18,4651.5158
1340,2009-02-19,4658.3469
1341,2009-02-20,4705.5802
1342,2009-02-23,4650.5765
1343,2009-02-24,4718.5821
1344,2009-02-25,4674.5749
1345,2009-02-26,4657.7456
1346,2009-02-27,4603.8932
1347,2009-03-02,4535.6092
1348,2009-03-03,4543.9991
1349,2009-03-04,4606.1011
1350,2009-03-05,4562.1343
1351,2009-03-06,4587.4371
1352,2009-03-09,4528.9245
1353,2009-03-10,4612.0657
1354,2009-03-11,4624.9963
1355,2009-03-12,4661.6623
1356,2009-03-13,4685.4819
1357,2009-03-16,4681.9000
1358,2009-03-17,4693.7295
1359,2009-03-18,4815.6697
1360,2009-03-19,4857.5703
1361,2009-03-20,4853.4592
1362,2009-03-23,4917.5852
1363,2009-03-24,4903.1901
1364,2009-03-25,4909.0189
1365,2009-03-26,4909.1420
1366,2009-03-27,4869.0695
1367,2009-03-30,4783.2709
1368,2009-03-31,4783.6954
1369,2009-04-01,4799.3122
1370,2009-04-02,4879.1643
1371,2009-04-03,4906.4417
1372,2009-04-06,4872.4589
1373,2009-04-07,4884.1732
1374,2009-04-08,4880.1309
1375,2009-04-09,4931.1587
1376,2009-04-10,4936.2408
1377,2009-04-13,4958.1758
1378,2009-04-14,4987.7372
1379,2009-04-15,5009.6520
1380,2009-04-16,4984.8083
1381,2009-04-17,4951.2279
1382,2009-04-20,4934.1803
1383,2009-04-21,4935.0199
1384,2009-04-22,4942.3755
1385,2009-04-23,4999.7564
1386,2009-04-24,5057.2095
1387,2009-04-27,5020.3579
1388,2009-04-28,5045.2776
1389,2009-04-29,5115.3884
1390,2009-04-30,5156.4421
1391,2009-05-01,5189.0745
1392,2009-05-04,5235.9330
1393,2009-05-05,5226.8700
1394,2009-05-06,5249.7147
1395,2009-05-07,5264.2475
1396,2009-05-08,5351.7659
1397,2009-05-11,5320.4115
1398,2009-05-12,5345.4755
1399,2009-05-13,5304.6303
1400,2009-05-14,5325.4052
1401,2009-05-15,5284.9526
1402,2009-05-18,5337.8683
1403,2009-05-19,5369.9485
1404,2009-05-20,5407.5112
1405,2009-05-21,5432.9358
1406,2009-05-22,5465.0308
1407,2009-05-25,5459.5740
1408,2009-05-26,5475.7094
1409,2009-05-27,5445.0689
1410,2009-05-28,5472.3003
1411,2009-05-29,5534.0517
1412,2009-06-01,5550.0264
1413,2009-06-02,5574.6800
1414,2009-06-03,5546.8579
1415,2009-06-04,5545.4444
1416,2009-06-05,5516.9325
1417,2009-06-08,5497.8034
1418,2009-06-09,5545.6534
1419,2009-06-10,5550.8163
1420,2009-06-11,5604.3026
1421,2009-06-12,5579.8704
1422,2009-06-15,5522.8122
1423,2009-06-16,5525.3126
1424,2009-06-17,5547.0871
1425,2009-06-18,5559.7729
1426,2009-06-19,5569.6213
1427,2009-06-22,5517.4483
1428,2009-06-23,5562.0999
1429,2009-06-24,5537.0965
1430,2009-06-25,5548.1801
1431,2009-06-26,5570.0795
1432,2009-06-29,5571.0730
1433,2009-06-30,5548.9006
1434,2009-07-01,5612.0107
1435,2009-07-02,5544.8605
1436,2009-07-03,5556.2834
1437,2009-07-06,5559.7273
1438,2009-07-07,5531.5775
1439,2009-07-08,5530.0277
1440,2009-07-09,5556.3999
1441,2009-07-10,5545.3067
1442,2009-07-13,5606.3168
1443,2009-07-14,5689.5100
1444,2009-07-15,5755.0052
1445,2009-07-16,5756.4323
1446,2009-07-17,5750.1872
1447,2009-07-20,5802.1989
1448,2009-07-21,5804.5739
1449,2009-07-22,5814.1779
1450,2009-07-23,5807.5980
1451,2009-07-24,5818.8653
1452,2009-07-27,5830.7873
1453,2009-07-28,5817.4594
1454,2009-07-29,5768.4156
1455,2009-07-30,5796.6524
1456,2009-07-31,5873.4241
1457,2009-08-03,5912.1948
1458,2009-08-04,5924.4704
1459,2009-08-05,5913.0493
1460,2009-08-06,5906.1932
1461,2009-08-07,5866.3073
1462,2009-08-10,5852.6696
1463,2009-08-11,5852.7530
1464,2009-08-12,5882.3784
1465,2009-08-13,5911.6768
1466,2009-08-14,5888.5248
1467,2009-08-17,5850.2590
1468,2009-08-18,5882.0177
1469,2009-08-19,5907.7018
1470,2009-08-20,5916.5142
1471,2009-08-21,5936.9537
1472,2009-08-24,5934.6531
1473,2009-08-25,5922.1891
1474,2009-08-26,5894.0108
1475,2009-08-27,5946.6424
1476,2009-08-28,5940.0736
1477,2009-08-31,5939.5596
1478,2009-09-01,5882.2412
1479,2009-09-02,5907.6456
1480,2009-09-03,5916.9568
1481,2009-09-04,5956.8740
1482,2009-09-07,5969.0382
1483,2009-09-08,6022.6919
1484,2009-09-09,6027.7547
1485,2009-09-10,6044.7964
1486,2009-09-11,6048.3442
1487,2009-09-14,6046.7003
1488,2009-09-15,6057.2237
1489,2009-09-16,6079.2533
1490,2009-09-17,6073.9537
1491,2009-09-18,6049.0212
1492,2009-09-21,6036.2020
1493,2009-09-22,6094.2364
1494,2009-09-23,6071.8444
1495,2009-09-24,5991.5542
1496,2009-09-25,6006.5524
1497,2009-09-28,5973.0896
1498,2009-09-29,6004.4052
1499,2009-09-30,6016.1881
1500,2009-10-01,5978.5152
1501,2009-10-02,5970.0301
1502,2009-10-05,5996.6286
1503,2009-10-06,5986.4207
1504,2009-10-07,6002.2387
1505,2009-10-08,6037.6890
1506,2009-10-09,5957.7557
1507,2009-10-12,5948.0399
1508,2009-10-13,5992.1876
1509,2009-10-14,6020.0997
1510,2009-10-15,6145.0351
1511,2009-10-16,6138.6765
1512,2009-10-19,6165.3041
1513,2009-10-20,6155.7494
1514,2009-10-21,6196.3084
1515,2009-10-22,6203.6742
1516,2009-10-23,6161.6200
1517,2009-10-26,6140.0854
1518,2009-10-27,6154.2448
1519,2009-10-28,6108.9797
1520,2009-10-29,6172.0881
1521,2009-10-30,6116.3093
1522,2009-11-02,6131.2254
1523,2009-11-03,6146.4894
1524,2009-11-04,6174.5369
1525,2009-11-05,6172.9897
1526,2009-11-06,6181.6611
1527,2009-11-09,6259.5869
1528,2009-11-10,6261.8856
1529,2009-11-11,6258.0812
1530,2009-11-12,6247.7598
1531,2009-11-13,6278.5770
1532,2009-11-16,6295.4397
1533,2009-11-17,6282.0316
1534,2009-11-18,6273.1508
1535,2009-11-19,6246.8364
1536,2009-11-20,6219.2568
1537,2009-11-23,6265.8350
1538,2009-11-24,6253.5284
1539,2009-11-25,6290.6031
1540,2009-11-26,6204.8303
1541,2009-11-27,6216.9352
1542,2009-11-30,6253.1220
1543,2009-12-01,6296.3966
1544,2009-12-02,6294.0466
1545,2009-12-03,6279.6228
1546,2009-12-04,6253.2851
1547,2009-12-07,6257.4886
1548,2009-12-08,6197.4237
1549,2009-12-09,6253.8730
1550,2009-12-10,6276.2344
1551,2009-12-11,6257.7751
1552,2009-12-14,6269.9018
1553,2009-12-15,6241.6273
1554,2009-12-16,6231.1490
1555,2009-12-17,6172.7431
1556,2009-12-18,6188.6035
1557,2009-12-21,6160.9647
1558,2009-12-22,6141.2727
1559,2009-12-23,6170.7249
1560,2009-12-24,6187.4882
1561,2009-12-25,6190.8825
1562,2009-12-28,6197.6130
1563,2009-12-29,6218.5276
1564,2009-12-30,6235.4658
1565,2009-12-31,6252.5125
1566,2010-01-01,6253.6586
1567,2010-01-04,6301.3006
1568,2010-01-05,6291.6191
1569,2010-01-06,6319.6751
1570,2010-01-07,6298.3786
1571,2010-01-08,6330.3506
1572,2010-01-11,6352.1108
1573,2010-01-12,6332.5900
1574,2010-01-13,6357.8334
1575,2010-01-14,6379.8561
1576,2010-01-15,6356.0756
1577,2010-01-18,6372.3871
1578,2010-01-19,6352.6343
1579,2010-01-20,6299.6144
1580,2010-01-21,6273.3784
1581,2010-01-22,6255.5415
1582,2010-01-25,6273.8365
1583,2010-01-26,6243.1180
1584,2010-01-27,6231.1463
1585,2010-01-28,6217.1717
1586,2010-01-29,6184.1232
1587,2010-02-01,6221.5856
1588,2010-02-02,6234.3563
1589,2010-02-03,6194.6824
1590,2010-02-04,6131.1571
1591,2010-02-05,6129.4046
1592,2010-02-08,6097.6807
1593,2010-02-09,6205.3506
1594,2010-02-10,6207.9446
1595,2010-02-11,6240.0779
1596,2010-02-12,6233.8884
1597,2010-02-15,6228.1746
1598,2010-02-16,6289.5777
1599,2010-02-17,6254.6286
1600,2010-02-18,6197.9463
1601,2010-02-19,6245.3115
1602,2010-02-22,6250.3225
1603,2010-02-23,6209.4263
1604,2010-02-24,6210.2405
1605,2010-02-25,6177.3485
1606,2010-02-26,6231.8397
1607,2010-03-01,6202.0782
1608,2010-03-02,6222.4224
1609,2010-03-03,6253.2338
1610,2010-03-04,6219.4806
1611,2010-03-05,6277.7065
1612,2010-03-08,6266.3919
1613,2010-03-09,6266.0490
1614,2010-03-10,6252.9212
1615,2010-03-11,6295.3126
1616,2010-03-12,6338.4972
1617,2010-03-15,6313.0507
1618,2010-03-16,6371.5767
1619,2010-03-17,6387.9825
1620,2010-03-18,6373.8076
1621,2010-03-19,6328.0808
1622,2010-03-22,6350.6864
1623,2010-03-23,6330.4908
1624,2010-03-24,6286.5946
1625,2010-03-25,6267.4027
1626,2010-03-26,6289.7461
1627,2010-03-29,6325.1872
1628,2010-03-30,6337.2993
1629,2010-03-31,6361.0504
1630,2010-04-01,6381.6064
1631,2010-04-02,6362.7655
1632,2010-04-05,6364.1649
1633,2010-04-06,6363.5698
1634,2010-04-07,6355.3620
1635,2010-04-08,6361.2244
1636,2010-04-09,6405.0731
1637,2010-04-12,6407.5089
1638,2010-04-13,6406.7260
1639,2010-04-14,6441.8214
1640,2010-04-15,6424.6281
1641,2010-04-16,6395.9040
1642,2010-04-19,6392.6856
1643,2010-04-20,6405.8361
1644,2010-04-21,6397.6421
1645,2010-04-22,6373.6510
1646,2010-04-23,6410.5806
1647,2010-04-26,6427.1747
1648,2010-04-27,6351.0428
1649,2010-04-28,6371.1591
1650,2010-04-29,6401.2510
1651,2010-04-30,6411.9888
1652,2010-05-03,6396.3471
1653,2010-05-04,6306.4512
1654,2010-05-05,6233.6082
1655,2010-05-06,6255.7285
1656,2010-05-07,6276.9023
1657,2010-05-10,6280.4826
1658,2010-05-11,6268.4287
1659,2010-05-12,6277.0270
1660,2010-05-13,6236.8837
1661,2010-05-14,6176.3295
1662,2010-05-17,6176.3248
1663,2010-05-18,6082.3121
1664,2010-05-19,6130.3830
1665,2010-05-20,6138.4423
1666,2010-05-21,6199.7646
1667,2010-05-24,6160.4619
1668,2010-05-25,6154.6194
1669,2010-05-26,6127.4091
1670,2010-05-27,6212.8489
1671,2010-05-28,6174.3942
1672,2010-05-31,6203.2671
1673,2010-06-01,6215.7348
1674,2010-06-02,6239.2035
1675,2010-06-03,6223.7962
1676,2010-06-04,6154.1322
1677,2010-06-07,6130.1547
1678,2010-06-08,6183.8606
1679,2010-06-09,6219.9529
1680,2010-06-10,6280.9661
1681,2010-06-11,6249.8215
1682,2010-06-14,6305.1843
1683,2010-06-15,6348.2570
1684,2010-06-16,6343.8867
1685,2010-06-17,6403.6664
1686,2010-06-18,6414.3449
1687,2010-06-21,6386.2304
1688,2010-06-22,6393.7330
1689,2010-06-23,6428.2032
1690,2010-06-24,6441.2707
1691,2010-06-25,6477.7745
1692,2010-06-28,6468.4110
1693,2010-06-29,6459.4772
1694,2010-06-30,6457.7026
1695,2010-07-01,6534.1894
1696,2010-07-02,6539.6802
1697,2010-07-05,6523.4521
1698,2010-07-06,6579.4275
1699,2010-07-07,6616.8538
1700,2010-07-08,6649.1601
1701,2010-07-09,6657.9272
1702,2010-07-12,6639.8774
1703,2010-07-13,6701.2680
1704,2010-07-14,6711.4671
1705,2010-07-15,6751.5224
1706,2010-07-16,6671.6980
1707,2010-07-19,6682.7568
1708,2010-07-20,6756.2884
1709,2010-07-21,6727.3011
1710,2010-07-22,6802.6356
1711,2010-07-23,6809.2193
1712,2010-07-26,6841.8674
1713,2010-07-27,6824.0211
1714,2010-07-28,6811.5548
1715,2010-07-29,6855.4137
1716,2010-07-30,6871.9296
1717,2010-08-02,6918.3676
1718,2010-08-03,6922.5161
1719,2010-08-04,6922.2608
1720,2010-08-05,6904.0590
1721,2010-08-06,6922.2729
1722,2010-08-09,6943.5585
1723,2010-08-10,6919.0271
1724,2010-08-11,6903.5502
1725,2010-08-12,6804.3500
1726,2010-08-13,6845.5448
1727,2010-08-16,6829.2338
1728,2010-08-17,6849.1433
1729,2010-08-18,6896.3017
1730,2010-08-19,6896.0818
1731,2010-08-20,6875.3341
1732,2010-08-23,6835.4407
1733,2010-08-24,6796.7882
1734,2010-08-25,6773.5945
1735,2010-08-26,6783.2003
1736,2010-08-27,6799.9693
1737,2010-08-30,6842.3708
1738,2010-08-31,6771.1317
1739,2010-09-01,6763.1069
1740,2010-09-02,6836.8325
1741,2010-09-03,6827.2134
1742,2010-09-06,6915.4244
1743,2010-09-07,6926.4645
1744,2010-09-08,6862.8074
1745,2010-09-09,6913.4704
1746,2010-09-10,6892.7133
1747,2010-09-13,6905.6480
1748,2010-09-14,6989.3460
1749,2010-09-15,7036.3497
1750,2010-09-16,7040.4431
1751,2010-09-17,7035.7457
1752,2010-09-20,7032.0273
1753,2010-09-21,7049.0069
1754,2010-09-22,7092.3292
1755,2010-09-23,7097.6766
1756,2010-09-24,7079.8370
1757,2010-09-27,7142.5792
1758,2010-09-28,7123.8945
1759,2010-09-29,7144.2372
1760,2010-09-30,7137.9011
1761,2010-10-01,7129.8313
1762,2010-10-04,7191.9767
1763,2010-10-05,7172.2498
1764,2010-10-06,7213.5171
1765,2010-10-07,7234.7792
1766,2010-10-08,7231.0173
1767,2010-10-11,7267.4800
1768,2010-10-12,7247.6114
1769,2010-10-13,7259.5136
1770,2010-10-14,7286.1682
1771,2010-10-15,7294.2455
1772,2010-10-18,7267.3526
1773,2010-10-19,7259.6383
1774,2010-10-20,7179.0722
1775,2010-10-21,7246.8458
1776,2010-10-22,7214.7828
1777,2010-10-25,7216.6882
1778,2010-10-26,7251.4017
1779,2010-10-27,7247.1959
1780,2010-10-28,7213.4467
1781,2010-10-29,7213.4466
1782,2010-11-01,7298.6054
1783,2010-11-02,7309.7296
1784,2010-11-03,7348.3585
1785,2010-11-04,7368.5702
1786,2010-11-05,7407.6835
1787,2010-11-08,7414.8703
1788,2010-11-09,7395.5607
1789,2010-11-10,7378.1495
1790,2010-11-11,7398.2025
1791,2010-11-12,7375.1654
1792,2010-11-15,7354.7233
1793,2010-11-16,7338.9728
1794,2010-11-17,7285.5065
1795,2010-11-18,7301.3054
1796,2010-11-19,7327.1386
1797,2010-11-22,7338.7201
1798,2010-11-23,7332.7359
1799,2010-11-24,7287.4469
1800,2010-11-25,7320.2982
1801,2010-11-26,7302.4484
1802,2010-11-29,7251.7980
1803,2010-11-30,7229.1932
1804,2010-12-01,7200.3979
1805,2010-12-02,7263.9378
1806,2010-12-03,7319.9834
