,Date,Value (USD)
1807,2010-12-06,7407.4155
1808,2010-12-07,7371.7888
1809,2010-12-08,7350.1704
1810,2010-12-09,7345.3819
1811,2010-12-10,7354.0928
1812,2010-12-13,7348.2268
1813,2010-12-14,7421.1287
1814,2010-12-15,7421.8892
1815,2010-12-16,7363.8842
1816,2010-12-17,7375.2962
1817,2010-12-20,7337.4926
1818,2010-12-21,7326.3686
1819,2010-12-22,7310.9618
1820,2010-12-23,7325.0852
1821,2010-12-24,7331.7665
1822,2010-12-27,7305.3674
1823,2010-12-28,7366.3892
1824,2010-12-29,7328.3503
1825,2010-12-30,7405.6162
1826,2010-12-31,7428.9585
1827,2011-01-03,7471.6386
1828,2011-01-04,7455.5500
1829,2011-01-05,7444.7877
1830,2011-01-06,7378.7664
1831,2011-01-07,7280.2946
1832,2011-01-10,7233.3986
1833,2011-01-11,7272.3029
1834,2011-01-12,7282.5151
1835,2011-01-13,7346.9431
1836,2011-01-14,7470.0997
1837,2011-01-17,7470.8994
1838,2011-01-18,7462.5227
1839,2011-01-19,7476.6190
1840,2011-01-20,7538.8146
1841,2011-01-21,7481.6597
1842,2011-01-24,7548.6228
1843,2011-01-25,7605.6836
1844,2011-01-26,7623.1455
1845,2011-01-27,7643.5748
1846,2011-01-28,7625.9002
1847,2011-01-31,7616.8547
1848,2011-02-01,7652.5656
1849,2011-02-02,7716.8341
1850,2011-02-03,7703.7759
1851,2011-02-04,7669.3651
1852,2011-02-07,7625.5414
1853,2011-02-08,7622.2485
1854,2011-02-09,7555.3606
1855,2011-02-10,7595.3817
1856,2011-02-11,7514.0394
1857,2011-02-14,7475.0642
1858,2011-02-15,7499.2210
1859,2011-02-16,7534.5632
1860,2011-02-17,7587.9218
1861,2011-02-18,7664.8941
1862,2011-02-21,7709.4633
1863,2011-02-22,7693.2083
1864,2011-02-23,7761.3256
1865,2011-02-24,7732.7362
1866,2011-02-25,7797.0458
1867,2011-02-28,7795.4832
1868,2011-03-01,7808.0099
1869,2011-03-02,7784.7859
1870,2011-03-03,7739.7598
1871,2011-03-04,7707.0949
1872,2011-03-07,7719.2883
1873,2011-03-08,7716.4119
1874,2011-03-09,7746.4442
1875,2011-03-10,7745.8343
1876,2011-03-11,7730.9467
1877,2011-03-14,7771.4819
1878,2011-03-15,7782.8377
1879,2011-03-16,7776.3823
1880,2011-03-17,7669.8206
1881,2011-03-18,7674.5697
1882,2011-03-21,7776.4145
1883,2011-03-22,7813.5002
1884,2011-03-23,7854.3296
1885,2011-03-24,7897.8277
1886,2011-03-25,7975.5918
1887,2011-03-28,7952.6699
1888,2011-03-29,7976.7725
1889,2011-03-30,7988.4682
1890,2011-03-31,8006.0872
1891,2011-04-01,7999.1389
1892,2011-04-04,7948.2030
1893,2011-04-05,7969.4974
1894,2011-04-06,7946.5052
1895,2011-04-07,8013.9684
1896,2011-04-08,8028.7888
1897,2011-04-11,8093.1896
1898,2011-04-12,8113.6246
1899,2011-04-13,8201.1389
1900,2011-04-14,8214.4607
1901,2011-04-15,8214.4253
1902,2011-04-18,8250.7053
1903,2011-04-19,8210.3625
1904,2011-04-20,8198.0498
1905,2011-04-21,8294.7709
1906,2011-04-22,8324.5769
1907,2011-04-25,8329.4845
1908,2011-04-26,8348.2480
1909,2011-04-27,8411.2087
1910,2011-04-28,8400.2399
1911,2011-04-29,8419.7165
1912,2011-05-02,8460.8422
1913,2011-05-03,8456.5577
1914,2011-05-04,8446.4625
1915,2011-05-05,8421.4193
1916,2011-05-06,8361.1605
1917,2011-05-09,8356.9184
1918,2011-05-10,8399.1097
1919,2011-05-11,8386.7132
1920,2011-05-12,8338.6978
1921,2011-05-13,8351.1512
1922,2011-05-16,8271.8118
1923,2011-05-17,8352.6952
1924,2011-05-18,8405.0751
1925,2011-05-19,8394.4767
1926,2011-05-20,8402.7632
1927,2011-05-23,8415.9234
1928,2011-05-24,8369.8808
1929,2011-05-25,8409.7875
1930,2011-05-26,8446.3830
1931,2011-05-27,8489.0042
1932,2011-05-30,8557.9259
1933,2011-05-31,8559.2007
1934,2011-06-01,8584.1976
1935,2011-06-02,8570.9938
1936,2011-06-03,8590.7804
1937,2011-06-06,8618.9888
1938,2011-06-07,8598.3112
1939,2011-06-08,8628.9115
1940,2011-06-09,8600.2557
1941,2011-06-10,8610.6570
1942,2011-06-13,8562.8396
1943,2011-06-14,8600.8041
1944,2011-06-15,8631.4722
1945,2011-06-16,8552.2219
1946,2011-06-17,8548.8803
1947,2011-06-20,8568.8649
1948,2011-06-21,8579.9476
1949,2011-06-22,8602.6327
1950,2011-06-23,8576.3122
1951,2011-06-24,8561.8136
1952,2011-06-27,8511.2497
1953,2011-06-28,8535.2752
1954,2011-06-29,8561.0153
1955,2011-06-30,8642.5199
1956,2011-07-01,8647.3734
1957,2011-07-04,8663.0960
1958,2011-07-05,8665.0347
1959,2011-07-06,8654.3948
1960,2011-07-07,8637.4736
1961,2011-07-08,8653.9321
1962,2011-07-11,8642.3439
1963,2011-07-12,8584.1850
1964,2011-07-13,8563.0025
1965,2011-07-14,8708.2110
1966,2011-07-15,8683.7042
1967,2011-07-18,8665.0848
1968,2011-07-19,8650.2699
1969,2011-07-20,8696.1974
1970,2011-07-21,8721.8088
1971,2011-07-22,8780.3293
1972,2011-07-25,8776.9697
1973,2011-07-26,8770.7841
1974,2011-07-27,8827.5763
1975,2011-07-28,8818.4128
1976,2011-07-29,8813.8305
1977,2011-08-01,8826.4408
1978,2011-08-02,8795.0948
1979,2011-08-03,8746.5329
1980,2011-08-04,8796.5663
1981,2011-08-05,8667.6818
1982,2011-08-08,8704.4126
1983,2011-08-09,8615.3856
1984,2011-08-10,8740.0986
1985,2011-08-11,8618.1176
1986,2011-08-12,8717.9061
1987,2011-08-15,8732.8318
1988,2011-08-16,8791.7458
1989,2011-08-17,8787.3680
1990,2011-08-18,8814.9266
1991,2011-08-19,8745.7680
1992,2011-08-22,8746.7800
1993,2011-08-23,8754.2252
1994,2011-08-24,8797.5547
1995,2011-08-25,8783.0640
1996,2011-08-26,8771.1728
1997,2011-08-29,8827.2121
1998,2011-08-30,8868.0181
1999,2011-08-31,8859.1351
2000,2011-09-01,8859.7978
2001,2011-09-02,8862.3609
2002,2011-09-05,8815.9795
2003,2011-09-06,8776.1206
2004,2011-09-07,8756.0063
2005,2011-09-08,8804.0654
2006,2011-09-09,8762.1676
2007,2011-09-12,8661.9714
2008,2011-09-13,8687.1162
2009,2011-09-14,8694.1365
2010,2011-09-15,8696.9883
2011,2011-09-16,8735.5570
2012,2011-09-19,8702.4353
2013,2011-09-20,8640.7421
2014,2011-09-21,8677.0947
2015,2011-09-22,8572.0577
2016,2011-09-23,8490.2888
2017,2011-09-26,8530.2561
2018,2011-09-27,8553.9307
2019,2011-09-28,8600.3161
2020,2011-09-29,8483.5679
2021,2011-09-30,8458.0020
2022,2011-10-03,8356.5291
2023,2011-10-04,8273.9113
2024,2011-10-05,8311.9970
2025,2011-10-06,8352.5173
2026,2011-10-07,8387.8320
2027,2011-10-10,8358.5638
2028,2011-10-11,8506.2456
2029,2011-10-12,8494.9894
2030,2011-10-13,8580.2699
2031,2011-10-14,8534.3264
2032,2011-10-17,8651.6016
2033,2011-10-18,8563.9078
2034,2011-10-19,8624.7673
2035,2011-10-20,8610.2196
2036,2011-10-21,8630.5308
2037,2011-10-24,8692.2029
2038,2011-10-25,8742.4901
2039,2011-10-26,8697.8445
2040,2011-10-27,8771.2101
2041,2011-10-28,8916.9792
2042,2011-10-31,8909.3510
2043,2011-11-01,8858.2308
2044,2011-11-02,8730.0433
2045,2011-11-03,8751.2408
2046,2011-11-04,8846.9530
2047,2011-11-07,8813.4892
2048,2011-11-08,8810.0577
2049,2011-11-09,8840.5718
2050,2011-11-10,8705.6744
2051,2011-11-11,8769.1560
2052,2011-11-14,8865.8926
2053,2011-11-15,8779.0258
2054,2011-11-16,8715.4216
2055,2011-11-17,8668.6138
2056,2011-11-18,8616.5858
2057,2011-11-21,8604.0120
2058,2011-11-22,8536.4841
2059,2011-11-23,8541.6052
2060,2011-11-24,8447.5164
2061,2011-11-25,8456.4276
2062,2011-11-28,8535.1543
2063,2011-11-29,8588.4853
2064,2011-11-30,8645.1030
2065,2011-12-01,8794.0285
2066,2011-12-02,8795.1240
2067,2011-12-05,8779.1821
2068,2011-12-06,8778.8046
2069,2011-12-07,8774.6901
2070,2011-12-08,8786.6350
2071,2011-12-09,8746.4908
2072,2011-12-12,8758.5774
2073,2011-12-13,8641.6164
2074,2011-12-14,8573.0306
2075,2011-12-15,8503.3594
2076,2011-12-16,8583.9414
2077,2011-12-19,8629.0931
2078,2011-12-20,8610.7989
2079,2011-12-21,8697.4706
2080,2011-12-22,8675.3373
2081,2011-12-23,8710.3615
2082,2011-12-26,8700.3256
2083,2011-12-27,8699.4490
2084,2011-12-28,8721.2297
2085,2011-12-29,8655.5661
2086,2011-12-30,8693.3690
2087,2012-01-02,8740.0574
2088,2012-01-03,8728.5485
2089,2012-01-04,8799.0288
2090,2012-01-05,8704.2878
2091,2012-01-06,8613.1826
2092,2012-01-09,8545.7654
2093,2012-01-10,8626.0724
2094,2012-01-11,8605.6350
2095,2012-01-12,8584.8504
2096,2012-01-13,8659.1579
2097,2012-01-16,8598.2163
2098,2012-01-17,8604.4814
2099,2012-01-18,8644.2509
2100,2012-01-19,8719.7753
2101,2012-01-20,8781.1355
2102,2012-01-23,8756.1314
2103,2012-01-24,8845.3372
2104,2012-01-25,8848.1004
2105,2012-01-26,8894.0937
2106,2012-01-27,8901.3546
2107,2012-01-30,8946.2797
2108,2012-01-31,8929.7115
2109,2012-02-01,8922.6622
2110,2012-02-02,8976.3654
2111,2012-02-03,8958.4225
2112,2012-02-06,8961.4297
2113,2012-02-07,8957.6758
2114,2012-02-08,9006.4870
2115,2012-02-09,8992.0613
2116,2012-02-10,8996.1699
2117,2012-02-13,8975.4534
2118,2012-02-14,8953.2214
2119,2012-02-15,8948.4735
2120,2012-02-16,8927.3157
2121,2012-02-17,8972.4854
2122,2012-02-20,9012.2311
2123,2012-02-21,8996.7720
2124,2012-02-22,8991.7510
2125,2012-02-23,8965.4774
2126,2012-02-24,9018.6981
2127,2012-02-27,9049.6827
2128,2012-02-28,9053.3150
2129,2012-02-29,9085.1576
2130,2012-03-01,9074.2896
2131,2012-03-02,9089.0495
2132,2012-03-05,9032.7136
2133,2012-03-06,9036.1599
2134,2012-03-07,8973.0437
2135,2012-03-08,8982.2668
2136,2012-03-09,9046.9753
2137,2012-03-12,8983.0710
2138,2012-03-13,8988.5809
2139,2012-03-14,8979.6698
2140,2012-03-15,8924.9029
2141,2012-03-16,8980.3745
2142,2012-03-19,9040.9780
2143,2012-03-20,9058.3238
2144,2012-03-21,9032.8078
2145,2012-03-22,9020.0471
2146,2012-03-23,9001.2182
2147,2012-03-26,9045.7162
2148,2012-03-27,9081.6647
2149,2012-03-28,9056.8927
2150,2012-03-29,9038.3433
2151,2012-03-30,9040.4658
2152,2012-04-02,9069.6542
2153,2012-04-03,9081.9965
2154,2012-04-04,9020.5674
2155,2012-04-05,8999.8478
2156,2012-04-06,8985.6876
2157,2012-04-09,8995.5866
2158,2012-04-10,9011.1478
2159,2012-04-11,8970.8343
2160,2012-04-12,9007.8239
2161,2012-04-13,9070.0663
2162,2012-04-16,9008.2457
2163,2012-04-17,9022.9391
2164,2012-04-18,9052.9728
2165,2012-04-19,9043.5268
2166,2012-04-20,9039.7918
2167,2012-04-23,9070.1087
2168,2012-04-24,9038.4468
2169,2012-04-25,9056.6561
2170,2012-04-26,9074.8537
2171,2012-04-27,9064.9891
2172,2012-04-30,9123.6796
2173,2012-05-01,9100.1539
2174,2012-05-02,9077.8999
2175,2012-05-03,9038.7689
2176,2012-05-04,9016.1685
2177,2012-05-07,8932.1297
2178,2012-05-08,8984.8229
2179,2012-05-09,8910.6538
2180,2012-05-10,8888.2931
2181,2012-05-11,8887.9733
2182,2012-05-14,8864.8984
2183,2012-05-15,8827.4267
2184,2012-05-16,8746.2116
2185,2012-05-17,8707.5482
2186,2012-05-18,8684.1614
2187,2012-05-21,8613.8266
2188,2012-05-22,8714.8979
2189,2012-05-23,8551.6953
2190,2012-05-24,8515.7098
2191,2012-05-25,8569.5740
2192,2012-05-28,8624.8798
2193,2012-05-29,8624.6864
2194,2012-05-30,8651.4524
2195,2012-05-31,8541.9209
2196,2012-06-01,8537.4569
2197,2012-06-04,8509.3381
2198,2012-06-05,8566.2109
2199,2012-06-06,8569.4861
2200,2012-06-07,8651.0079
2201,2012-06-08,8645.7312
2202,2012-06-11,8734.2212
2203,2012-06-12,8647.9372
2204,2012-06-13,8707.6167
2205,2012-06-14,8696.1882
2206,2012-06-15,8755.2952
2207,2012-06-18,8821.1947
2208,2012-06-19,8801.7842
2209,2012-06-20,8842.5721
2210,2012-06-21,8848.5528
2211,2012-06-22,8762.6373
2212,2012-06-25,8776.1438
2213,2012-06-26,8761.0628
2214,2012-06-27,8796.5316
2215,2012-06-28,8793.3654
2216,2012-06-29,8753.9963
2217,2012-07-02,8887.7150
2218,2012-07-03,8879.5740
2219,2012-07-04,8901.0928
2220,2012-07-05,8865.9511
2221,2012-07-06,8822.7473
2222,2012-07-09,8737.5282
2223,2012-07-10,8770.6638
2224,2012-07-11,8726.8843
2225,2012-07-12,8720.8511
2226,2012-07-13,8682.1151
2227,2012-07-16,8721.8490
2228,2012-07-17,8735.6361
2229,2012-07-18,8755.0351
2230,2012-07-19,8742.3597
2231,2012-07-20,8742.1924
2232,2012-07-23,8635.8641
2233,2012-07-24,8634.1396
2234,2012-07-25,8589.4231
2235,2012-07-26,8652.9983
2236,2012-07-27,8752.1253
2237,2012-07-30,8769.5986
2238,2012-07-31,8737.6164
2239,2012-08-01,8762.0790
2240,2012-08-02,8724.6225
2241,2012-08-03,8680.8496
2242,2012-08-06,8855.9015
2243,2012-08-07,8833.9163
2244,2012-08-08,8832.1791
2245,2012-08-09,8828.6664
2246,2012-08-10,8782.8108
2247,2012-08-13,8771.1151
2248,2012-08-14,8806.7808
2249,2012-08-15,8804.5410
2250,2012-08-16,8778.7884
2251,2012-08-17,8827.3858
2252,2012-08-20,8807.4276
2253,2012-08-21,8822.0035
2254,2012-08-22,8893.4935
2255,2012-08-23,8930.5780
2256,2012-08-24,8926.4707
2257,2012-08-27,8901.6682
2258,2012-08-28,8895.2264
2259,2012-08-29,8918.8582
2260,2012-08-30,8896.9969
2261,2012-08-31,8875.2972
2262,2012-09-03,8908.1018
2263,2012-09-04,8901.2746
2264,2012-09-05,8875.6888
2265,2012-09-06,8890.5500
2266,2012-09-07,8929.0796
2267,2012-09-10,9000.8115
2268,2012-09-11,8986.5167
2269,2012-09-12,9046.8704
2270,2012-09-13,9068.6555
2271,2012-09-14,9115.4383
2272,2012-09-17,9141.9168
2273,2012-09-18,9120.0092
2274,2012-09-19,9117.3889
2275,2012-09-20,9127.0475
2276,2012-09-21,9105.3513
2277,2012-09-24,9100.4263
2278,2012-09-25,9086.4752
2279,2012-09-26,9059.6718
2280,2012-09-27,9066.5906
2281,2012-09-28,9095.0906
2282,2012-10-01,9052.0561
2283,2012-10-02,9074.6242
2284,2012-10-03,9053.0885
2285,2012-10-04,9040.8654
2286,2012-10-05,9067.1078
2287,2012-10-08,9043.9855
2288,2012-10-09,9058.7999
2289,2012-10-10,9022.6273
2290,2012-10-11,9032.9246
2291,2012-10-12,9058.2787
2292,2012-10-15,9049.3539
2293,2012-10-16,9068.5142
2294,2012-10-17,9100.0807
2295,2012-10-18,9135.8746
2296,2012-10-19,9125.3218
2297,2012-10-22,9085.2755
2298,2012-10-23,9104.8706
2299,2012-10-24,9064.7853
2300,2012-10-25,9100.0912
2301,2012-10-26,9095.9694
2302,2012-10-29,9089.2258
2303,2012-10-30,9079.7412
2304,2012-10-31,9100.3126
2305,2012-11-01,9102.6829
2306,2012-11-02,9125.1738
2307,2012-11-05,9088.2320
2308,2012-11-06,9091.6537
2309,2012-11-07,9107.8524
2310,2012-11-08,9079.1139
2311,2012-11-09,9062.1375
2312,2012-11-12,9057.5977
2313,2012-11-13,9063.8836
2314,2012-11-14,9063.8292
2315,2012-11-15,9045.2916
2316,2012-11-16,9057.6513
2317,2012-11-19,9062.8307
2318,2012-11-20,9085.6159
2319,2012-11-21,9091.9440
2320,2012-11-22,9101.1773
2321,2012-11-23,9099.5211
2322,2012-11-26,9150.3418
2323,2012-11-27,9155.4789
2324,2012-11-28,9137.5342
2325,2012-11-29,9155.4034
2326,2012-11-30,9147.3075
2327,2012-12-03,9142.3286
2328,2012-12-04,9146.6668
2329,2012-12-05,9172.2542
2330,2012-12-06,9175.0304
2331,2012-12-07,9168.7632
2332,2012-12-10,9165.2248
2333,2012-12-11,9176.9255
2334,2012-12-12,9204.9271
2335,2012-12-13,9225.7880
2336,2012-12-14,9229.6472
2337,2012-12-17,9253.3066
2338,2012-12-18,9252.9114
2339,2012-12-19,9255.2844
2340,2012-12-20,9235.7398
2341,2012-12-21,9238.5778
2342,2012-12-24,9192.0338
2343,2012-12-25,9184.6359
2344,2012-12-26,9187.7065
2345,2012-12-27,9181.3931
2346,2012-12-28,9186.3881
2347,2012-12-31,9194.4736
2348,2013-01-01,9212.5216
2349,2013-01-02,9203.5293
2350,2013-01-03,9248.2350
2351,2013-01-04,9203.3747
2352,2013-01-07,9231.7437
2353,2013-01-08,9256.4172
2354,2013-01-09,9248.2730
2355,2013-01-10,9241.0004
2356,2013-01-11,9310.3161
2357,2013-01-14,9296.2361
2358,2013-01-15,9302.2048
2359,2013-01-16,9283.1750
2360,2013-01-17,9280.2023
2361,2013-01-18,9270.7132
2362,2013-01-21,9257.2079
2363,2013-01-22,9255.4193
2364,2013-01-23,9282.0628
2365,2013-01-24,9270.3422
2366,2013-01-25,9249.1374
2367,2013-01-28,9239.0136
2368,2013-01-29,9239.2498
2369,2013-01-30,9269.3615
2370,2013-01-31,9280.8828
2371,2013-02-01,9305.7603
2372,2013-02-04,9300.4649
2373,2013-02-05,9306.4235
2374,2013-02-06,9294.6701
2375,2013-02-07,9273.9909
2376,2013-02-08,9260.3186
2377,2013-02-11,9270.7157
2378,2013-02-12,9247.0289
2379,2013-02-13,9278.9136
2380,2013-02-14,9271.8602
2381,2013-02-15,9264.4914
2382,2013-02-18,9242.8538
2383,2013-02-19,9239.0009
2384,2013-02-20,9236.3363
2385,2013-02-21,9169.6012
2386,2013-02-22,9173.6966
2387,2013-02-25,9140.4067
2388,2013-02-26,9138.0953
2389,2013-02-27,9124.7336
2390,2013-02-28,9143.9557
2391,2013-03-01,9112.6319
2392,2013-03-04,9101.0814
2393,2013-03-05,9132.2082
2394,2013-03-06,9141.5194
2395,2013-03-07,9086.9198
2396,2013-03-08,9116.3058
2397,2013-03-11,9067.6250
2398,2013-03-12,9072.4881
2399,2013-03-13,9073.8760
2400,2013-03-14,9085.7148
2401,2013-03-15,9156.6457
2402,2013-03-18,9149.2178
2403,2013-03-19,9160.5817
2404,2013-03-20,9139.3789
2405,2013-03-21,9164.9471
2406,2013-03-22,9177.6549
2407,2013-03-25,9228.0324
2408,2013-03-26,9181.8094
2409,2013-03-27,9189.3273
2410,2013-03-28,9152.9543
2411,2013-03-29,9180.2888
2412,2013-04-01,9174.4430
2413,2013-04-02,9199.7118
2414,2013-04-03,9181.1586
2415,2013-04-04,9200.5169
2416,2013-04-05,9238.9796
2417,2013-04-08,9271.5179
2418,2013-04-09,9277.7431
2419,2013-04-10,9304.3126
2420,2013-04-11,9305.0728
2421,2013-04-12,9337.1956
2422,2013-04-15,9324.2008
2423,2013-04-16,9281.8680
2424,2013-04-17,9326.5590
2425,2013-04-18,9265.3753
2426,2013-04-19,9273.9790
2427,2013-04-22,9262.1507
2428,2013-04-23,9278.2031
2429,2013-04-24,9241.7464
2430,2013-04-25,9258.4965
2431,2013-04-26,9299.6535
2432,2013-04-29,9323.2880
2433,2013-04-30,9355.1526
2434,2013-05-01,9396.0624
2435,2013-05-02,9399.8478
2436,2013-05-03,9358.6510
2437,2013-05-06,9381.5110
2438,2013-05-07,9358.1112
2439,2013-05-08,9343.3228
2440,2013-05-09,9380.3893
2441,2013-05-10,9305.9160
2442,2013-05-13,9242.4328
2443,2013-05-14,9248.9798
2444,2013-05-15,9191.5634
2445,2013-05-16,9190.9740
2446,2013-05-17,9197.7847
2447,2013-05-20,9147.5016
2448,2013-05-21,9181.8821
2449,2013-05-22,9159.2460
2450,2013-05-23,9058.4296
2451,2013-05-24,9124.4460
2452,2013-05-27,9175.1176
2453,2013-05-28,9161.7364
2454,2013-05-29,9110.2163
2455,2013-05-30,9216.1122
2456,2013-05-31,9281.9733
2457,2013-06-03,9254.9458
2458,2013-06-04,9332.2279
2459,2013-06-05,9306.1874
2460,2013-06-06,9319.1783
2461,2013-06-07,9400.5093
2462,2013-06-10,9306.7483
2463,2013-06-11,9306.8860
2464,2013-06-12,9307.0263
2465,2013-06-13,9444.7838
2466,2013-06-14,9555.4206
2467,2013-06-17,9532.2340
2468,2013-06-18,9504.7898
2469,2013-06-19,9491.7203
2470,2013-06-20,9374.0351
2471,2013-06-21,9260.4865
2472,2013-06-24,9254.3121
2473,2013-06-25,9252.3848
2474,2013-06-26,9223.1907
2475,2013-06-27,9270.4033
2476,2013-06-28,9294.1366
2477,2013-07-01,9225.3156
2478,2013-07-02,9282.2872
2479,2013-07-03,9219.3884
2480,2013-07-04,9264.4667
2481,2013-07-05,9315.2121
2482,2013-07-08,9228.2248
2483,2013-07-09,9270.7413
2484,2013-07-10,9248.5284
2485,2013-07-11,9479.7898
2486,2013-07-12,9463.6394
2487,2013-07-15,9412.4619
2488,2013-07-16,9409.4545
2489,2013-07-17,9475.4609
2490,2013-07-18,9507.2979
2491,2013-07-19,9511.0367
2492,2013-07-22,9552.9165
2493,2013-07-23,9599.2515
2494,2013-07-24,9617.2590
2495,2013-07-25,9571.6143
2496,2013-07-26,9652.7379
2497,2013-07-29,9659.6465
2498,2013-07-30,9627.6890
2499,2013-07-31,9565.4864
2500,2013-08-01,9523.4770
2501,2013-08-02,9472.5832
2502,2013-08-05,9443.7743
2503,2013-08-06,9505.8459
2504,2013-08-07,9542.5497
2505,2013-08-08,9623.6559
2506,2013-08-09,9671.5781
2507,2013-08-12,9697.4097
2508,2013-08-13,9653.3588
2509,2013-08-14,9641.5802
2510,2013-08-15,9677.0757
2511,2013-08-16,9729.9262
2512,2013-08-19,9741.3246
2513,2013-08-20,9725.2233
2514,2013-08-21,9712.7286
2515,2013-08-22,9632.9314
2516,2013-08-23,9627.0080
2517,2013-08-26,9577.2887
2518,2013-08-27,9626.3472
2519,2013-08-28,9526.3583
2520,2013-08-29,9594.7936
2521,2013-08-30,9526.6380
2522,2013-09-02,9533.9574
2523,2013-09-03,9592.0693
2524,2013-09-04,9576.7390
2525,2013-09-05,9690.2775
2526,2013-09-06,9654.2571
2527,2013-09-09,9719.5529
2528,2013-09-10,9768.0929
2529,2013-09-11,9785.1384
2530,2013-09-12,9838.0476
2531,2013-09-13,9818.6530
2532,2013-09-16,9871.7347
2533,2013-09-17,9859.6068
2534,2013-09-18,9878.3710
2535,2013-09-19,10000.495
2536,2013-09-20,9984.4629
2537,2013-09-23,9968.1496
2538,2013-09-24,9972.9422
2539,2013-09-25,9939.0726
2540,2013-09-26,9951.9540
2541,2013-09-27,9951.2024
2542,2013-09-30,9958.3532
2543,2013-10-01,9970.1366
2544,2013-10-02,9976.0186
2545,2013-10-03,10002.543
2546,2013-10-04,10004.128
2547,2013-10-07,10003.219
2548,2013-10-08,10003.219
2549,2013-10-09,10013.804
2550,2013-10-10,9977.7793
2551,2013-10-11,9976.0655
2552,2013-10-14,9991.4839
2553,2013-10-15,10007.273
2554,2013-10-16,10005.806
2555,2013-10-17,10008.609
2556,2013-10-18,10087.486
2557,2013-10-21,10101.877
2558,2013-10-22,10093.759
2559,2013-10-23,10139.077
2560,2013-10-24,10112.838
2561,2013-10-25,10100.876
2562,2013-10-28,10081.791
2563,2013-10-29,10067.292
2564,2013-10-30,10029.119
2565,2013-10-31,10021.226
2566,2013-11-01,10018.858
2567,2013-11-04,9993.5795
2568,2013-11-05,10016.559
2569,2013-11-06,10022.055
2570,2013-11-07,10042.775
2571,2013-11-08,10003.192
2572,2013-11-11,9951.3535
2573,2013-11-12,9966.5810
2574,2013-11-13,9946.8377
2575,2013-11-14,10003.105
2576,2013-11-15,9979.6975
2577,2013-11-18,10016.246
2578,2013-11-19,10020.929
2579,2013-11-20,10053.647
2580,2013-11-21,9995.1286
2581,2013-11-22,9985.3305
2582,2013-11-25,9990.0958
2583,2013-11-26,9993.9928
2584,2013-11-27,9986.6972
2585,2013-11-28,9968.7605
2586,2013-11-29,9969.0829
2587,2013-12-02,9986.1983
2588,2013-12-03,9982.3084
2589,2013-12-04,10008.805
2590,2013-12-05,9980.5254
2591,2013-12-06,10006.751
2592,2013-12-09,10036.090
2593,2013-12-10,10045.331
2594,2013-12-11,10075.126
2595,2013-12-12,10044.308
2596,2013-12-13,9988.8500
2597,2013-12-16,10010.376
2598,2013-12-17,10009.184
2599,2013-12-18,10005.937
2600,2013-12-19,9955.2243
2601,2013-12-20,9957.7539
2602,2013-12-23,9984.1102
2603,2013-12-24,9990.6661
2604,2013-12-25,9983.3556
2605,2013-12-26,9975.6381
2606,2013-12-27,9966.1961
2607,2013-12-30,9960.1597
2608,2013-12-31,10016.982
2609,2014-01-01,10017.355
2610,2014-01-02,10005.463
2611,2014-01-03,9984.6938
2612,2014-01-06,10017.001
2613,2014-01-07,10025.373
2614,2014-01-08,9987.7675
2615,2014-01-09,9964.9308
2616,2014-01-10,9970.2727
2617,2014-01-13,10000.110
2618,2014-01-14,10024.822
2619,2014-01-15,9987.4070
2620,2014-01-16,9976.0599
2621,2014-01-17,9982.2729
2622,2014-01-20,9941.8363
2623,2014-01-21,9963.4149
2624,2014-01-22,9960.3040
2625,2014-01-23,9923.2923
2626,2014-01-24,9913.8944
2627,2014-01-27,9959.0290
2628,2014-01-28,9913.6409
2629,2014-01-29,9886.0965
2630,2014-01-30,9855.2240
2631,2014-01-31,9877.0443
2632,2014-02-03,9906.0543
2633,2014-02-04,9918.7500
2634,2014-02-05,10023.940
2635,2014-02-06,10029.191
2636,2014-02-07,10037.838
2637,2014-02-10,10066.114
2638,2014-02-11,10060.189
2639,2014-02-12,10096.051
2640,2014-02-13,10108.270
2641,2014-02-14,10130.971
2642,2014-02-17,10159.606
2643,2014-02-18,10156.062
2644,2014-02-19,10145.326
2645,2014-02-20,10105.576
2646,2014-02-21,10099.698
2647,2014-02-24,10090.531
2648,2014-02-25,10138.999
2649,2014-02-26,10126.192
2650,2014-02-27,10087.979
2651,2014-02-28,10100.233
2652,2014-03-03,10141.829
2653,2014-03-04,10135.488
2654,2014-03-05,10139.866
2655,2014-03-06,10169.373
2656,2014-03-07,10234.206
2657,2014-03-10,10202.475
2658,2014-03-11,10182.586
2659,2014-03-12,10171.833
2660,2014-03-13,10188.991
2661,2014-03-14,10210.872
2662,2014-03-17,10211.408
2663,2014-03-18,10237.462
2664,2014-03-19,10232.336
2665,2014-03-20,10148.138
2666,2014-03-21,10152.137
2667,2014-03-24,10165.975
2668,2014-03-25,10191.037
2669,2014-03-26,10212.129
2670,2014-03-27,10253.245
2671,2014-03-28,10285.168
2672,2014-03-31,10284.156
2673,2014-04-01,10293.131
2674,2014-04-02,10290.214
2675,2014-04-03,10279.368
2676,2014-04-04,10261.788
2677,2014-04-07,10284.454
2678,2014-04-08,10294.730
2679,2014-04-09,10348.120
2680,2014-04-10,10384.142
2681,2014-04-11,10378.366
2682,2014-04-14,10361.044
2683,2014-04-15,10361.823
2684,2014-04-16,10336.493
2685,2014-04-17,10350.796
2686,2014-04-18,10332.564
